city,longitude,latitude,datetime,value,,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡
佳木斯,130.3273591,46.80568999,2020/3/8,15,,0,1,0,5,5,0
大兴安岭,124.1529279,50.42002596,2020/3/8,2,,0,5,0,242,229,2
伊春,128.8475464,47.73331846,2020/3/8,1,,0,0,0,80,77,0
朝阳区,125.2954013,43.84064147,2020/3/8,72,,0,0,0,156,153,1
海淀区,116.3054341,39.96548984,2020/3/8,63,,0,0,0,76,74,0
西城区,116.3725136,39.91812361,2020/3/8,53,,0,0,0,102,100,1
丰台区,116.2924019,39.8649372,2020/3/8,43,,0,0,0,82,82,0
大兴区,116.3486252,39.73255524,2020/3/8,39,,0,0,0,60,60,0
外地来京人员,117.0233851,25.99602656,2020/3/8,25,,0,0,0,48,48,0
昌平区,116.2376179,40.22641337,2020/3/8,29,,0,0,0,44,44,0
通州区,121.0814255,32.07035574,2020/3/8,19,,0,0,0,40,40,0
房山区,116.1494438,39.75432584,2020/3/8,16,,0,0,0,39,39,0
石景山区,116.2296127,39.91135381,2020/3/8,14,,0,0,0,36,36,0
东城区,116.422401,39.93482727,2020/3/8,14,,0,0,0,5,5,0
顺义区,116.6614243,40.13635076,2020/3/8,10,,0,3,0,37,36,0
怀柔区,116.6383859,40.3226184,2020/3/8,7,,0,0,0,12,11,0
密云区,116.849547,40.38217566,2020/3/8,7,,0,0,0,20,20,0
门头沟区,116.1076036,39.94614672,2020/3/8,3,,0,0,0,19,19,0
延庆区,115.9816316,40.46216897,2020/3/8,1,,0,0,0,10,10,0
西安,108.9464656,34.34726882,2020/3/8,120,,0,0,0,8,8,0
渭南,109.5165896,34.50571552,2020/3/8,15,,0,0,0,8,8,0
安康,109.0356011,32.69051277,2020/3/8,26,,0,0,0,7,7,0
汉中,107.0294302,33.07379991,2020/3/8,26,,0,0,0,6,6,0
咸阳,108.7154225,34.33547629,2020/3/8,17,,0,0,0,4,4,0
铜川,108.9524042,34.90263708,2020/3/8,8,,0,0,0,2,2,0
宝鸡,107.2445754,34.36891564,2020/3/8,13,,0,2,0,230,229,0
延安,109.4965819,36.59111104,2020/3/8,8,,0,2,0,118,117,0
商洛,109.9244179,33.87863385,2020/3/8,7,,0,0,0,130,130,0
榆林,109.741616,38.29088384,2020/3/8,3,,0,1,0,123,123,0
韩城,110.4495526,35.48208679,2020/3/8,1,,0,0,0,106,106,0
杨凌,108.1012881,34.27243906,2020/3/8,1,,0,0,0,76,75,1
成都,104.0815335,30.65582188,2020/3/8,144,,0,0,0,72,72,0
甘孜州,101.9685467,30.05527884,2020/3/8,78,,0,0,0,33,33,0
巴中,106.7515853,31.87288859,2020/3/8,24,,0,0,0,22,22,0
绵阳,104.6855619,31.47366305,2020/3/8,22,,0,0,0,18,18,0
达州,107.4745939,31.21430772,2020/3/8,42,,0,0,0,6,6,0
南充,106.1175026,30.84378251,2020/3/8,39,,0,0,0,1,1,0
广安,106.6395527,30.46174611,2020/3/8,30,,8,979,7,49986,34096,2430
遂宁,105.5994215,30.53909767,2020/3/8,17,,0,30,0,3518,3179,126
内江,105.064588,29.58588654,2020/3/8,22,,0,49,1,1394,1176,55
宜宾,104.6494037,28.75800703,2020/3/8,12,,0,16,1,1307,1167,45
眉山,103.8565633,30.08252612,2020/3/8,8,,0,10,0,1580,1452,49
雅安,103.0495426,30.01679255,2020/3/8,7,,0,24,0,2907,2708,125
资阳,104.6344353,30.13495656,2020/3/8,4,,0,34,1,931,834,36
泸州,105.4485241,28.8776683,2020/3/8,24,,0,2,0,1015,921,38
德阳,104.4044194,31.133115,2020/3/8,18,,0,17,0,928,834,39
攀枝花,101.7255412,26.58803317,2020/3/8,16,,0,10,0,672,614,8
凉山州,102.2735027,27.8877523,2020/3/8,13,,0,0,0,575,520,22
自贡,104.7844488,29.34558492,2020/3/8,9,,0,11,0,1175,1105,38
广元,105.8504232,32.44161631,2020/3/8,6,,0,0,0,836,812,14
乐山,103.7725376,29.55794072,2020/3/8,3,,0,0,0,252,235,7
阿坝州,102.2314155,31.90551158,2020/3/8,1,,0,1,0,198,180,9
遵义,106.9334277,27.73170088,2020/3/8,32,,0,1,0,496,474,15
贵阳,106.6365768,26.65332482,2020/3/8,36,,0,0,0,11,11,0
毕节,105.2985888,27.29021508,2020/3/8,23,,0,11,0,420,392,3
黔南州,107.5284027,26.2606162,2020/3/8,17,,0,1,0,347,326,1
六盘水,104.8375546,26.59883311,2020/3/8,10,,0,0,0,84,78,0
铜仁,109.1964389,27.73778646,2020/3/8,10,,0,2,0,68,64,0
黔东南州,107.9894462,26.58970297,2020/3/8,10,,0,0,0,100,96,1
安顺,105.9544171,26.25925238,2020/3/8,4,,0,0,0,25,24,0
黔西南州,104.9124921,25.09396735,2020/3/8,4,,0,0,0,98,97,1
河池,108.0914999,24.69891173,2020/3/8,28,,0,0,0,62,62,0
防城港,108.3604188,21.69300529,2020/3/8,19,,0,0,0,23,23,0
来宾,109.2274582,23.75654676,2020/3/8,11,,0,0,0,22,22,0
柳州,109.4344219,24.33196139,2020/3/8,24,,0,0,0,19,18,1
北海,109.1265332,21.4868365,2020/3/8,44,,0,1,0,16,16,0
南宁,108.3734508,22.8226066,2020/3/8,55,,0,0,0,14,14,0
桂林,110.2035454,25.24288572,2020/3/8,32,,0,0,0,14,14,0
玉林,110.1884531,22.65983051,2020/3/8,11,,0,0,0,12,12,0
钦州,108.6605802,21.98659354,2020/3/8,8,,0,0,0,10,9,1
贵港,109.6055203,23.11744838,2020/3/8,8,,0,0,0,8,8,0
梧州,111.2855168,23.48274528,2020/3/8,5,,0,0,0,5,5,0
贺州,111.5735263,24.4094509,2020/3/8,4,,0,0,0,5,5,0
百色,106.6245893,23.90818593,2020/3/8,3,,0,0,0,4,4,0
温州,120.7064769,28.0010854,2020/3/8,504,,0,1,0,111,104,1
丽水,119.9295731,28.47327818,2020/3/8,25,,0,0,0,61,58,0
台州,121.4274347,28.66219406,2020/3/8,146,,0,0,0,21,19,0
杭州,120.2155118,30.25308298,2020/3/8,169,,0,0,0,9,7,0
绍兴,120.5854785,30.03636931,2020/3/8,42,,0,0,0,18,17,0
嘉兴,120.7635518,30.75097483,2020/3/8,45,,0,1,0,16,15,0
省十里丰监狱,104.080149,30.66090687,2020/3/8,36,,0,0,0,6,5,0
湖州,120.0945166,30.89896394,2020/3/8,12,,0,0,0,19,19,0
金华,119.6534362,29.08463939,2020/3/8,55,,0,0,0,14,14,0
宁波,121.6285725,29.86603305,2020/3/8,157,,0,0,0,13,13,0
衢州,118.8665967,28.9755458,2020/3/8,14,,0,0,0,11,11,0
舟山,122.2135563,29.99091168,2020/3/8,10,,0,0,0,9,9,0
济宁,116.5936123,35.42017739,2020/3/8,260,,0,0,0,9,9,0
烟台,121.4544154,37.47003838,2020/3/8,47,,0,0,0,7,7,0
德州,116.3655567,37.44130845,2020/3/8,37,,0,0,0,6,6,0
淄博,118.0614525,36.81908568,2020/3/8,30,,0,0,0,4,4,0
济南,117.1263994,36.6565542,2020/3/8,47,,0,0,0,4,4,0
威海,122.127541,37.51643055,2020/3/8,38,,0,3,0,198,182,4
青岛,120.3894552,36.0722275,2020/3/8,60,,0,0,0,47,40,4
临沂,118.363533,35.11067124,2020/3/8,49,,0,1,0,52,47,3
日照,119.5334154,35.422839,2020/3/8,16,,0,0,0,43,40,1
潍坊,119.1683779,36.71265155,2020/3/8,44,,0,0,0,26,23,1
聊城,115.9915878,36.46275819,2020/3/8,38,,0,0,0,15,13,0
泰安,117.0944948,36.20585804,2020/3/8,35,,0,1,0,46,45,0
枣庄,117.3305419,34.81599405,2020/3/8,24,,0,0,0,17,16,0
菏泽,115.487545,35.23940742,2020/3/8,18,,0,0,0,14,13,0
滨州,117.977404,37.3881962,2020/3/8,15,,0,0,0,5,4,0
兰州,103.8405212,36.06723469,2020/3/8,36,,0,0,0,3,2,0
定西,104.6324201,35.58683293,2020/3/8,9,,0,0,0,15,15,0
天水,105.7314167,34.58741188,2020/3/8,12,,0,0,0,1,1,0
平凉,106.6714423,35.54923205,2020/3/8,9,,0,0,0,72,0,0
甘南,102.9175847,34.98913991,2020/3/8,8,,0,0,0,63,0,0
白银,104.1444508,36.55082533,2020/3/8,4,,0,0,0,53,0,0
陇南,104.928575,33.40662023,2020/3/8,4,,0,0,0,43,3,0
庆阳,107.6493857,35.71521598,2020/3/8,3,,0,0,0,39,16,0
临夏,103.2163906,35.60756218,2020/3/8,3,,0,0,0,25,2,0
张掖,100.4564115,38.93206601,2020/3/8,2,,0,0,0,29,10,0
金昌,102.1946057,38.52582009,2020/3/8,1,,0,0,0,19,1,0
宝坻区,117.3166007,39.72319448,2020/3/8,60,,0,0,0,16,3,0
河北区,117.2035928,39.15348514,2020/3/8,12,,0,0,0,14,1,0
津南区,117.3633868,38.94414857,2020/3/8,2,,0,0,0,14,1,0
河东区,117.258413,39.13448733,2020/3/8,15,,0,0,0,10,0,0
北辰区,117.1414027,39.23034391,2020/3/8,6,,0,0,0,7,0,0
南开区,117.1565154,39.14410528,2020/3/8,6,,0,0,0,7,0,0
和平区,121.150732,24.27955689,2020/3/8,6,,0,0,0,3,2,0
外地来津人员,90.93673264,29.04970447,2020/3/8,6,,0,0,0,1,0,0
东丽区,117.3205685,39.09233234,2020/3/8,4,,0,0,1,120,110,2
宁河区,117.8323933,39.33695643,2020/3/8,4,,0,0,0,26,25,0
河西区,117.2294163,39.11571808,2020/3/8,4,,0,0,0,17,16,0
西青区,117.0144102,39.14872661,2020/3/8,4,,0,0,0,15,14,0
滨海新区,117.7173988,39.00941577,2020/3/8,3,,0,0,0,26,26,0
武清区,117.0505972,39.38987123,2020/3/8,2,,0,0,0,13,13,0
红桥区,117.1575179,39.17328565,2020/3/8,2,,0,0,0,8,8,0
万州区,108.4155584,30.81362164,2020/3/8,118,,0,0,0,8,8,0
綦江区,106.6574842,29.03411375,2020/3/8,23,,0,0,0,7,7,0
长寿区,107.0875311,29.86352007,2020/3/8,22,,0,0,0,3,3,0
潼南区,105.847399,30.19731424,2020/3/8,18,,0,0,0,1,1,0
江北区,121.5604213,29.89294838,2020/3/8,28,,0,0,0,1,1,0
奉节县,109.4704728,31.02460177,2020/3/8,22,,0,5,0,144,113,3
九龙坡区,106.5175587,29.50792772,2020/3/8,21,,0,0,0,24,21,0
两江新区,106.5725816,29.68005454,2020/3/8,17,,0,5,0,78,76,0
大足区,105.7284046,29.71311351,2020/3/8,14,,0,0,0,22,20,0
铜梁区,106.0634495,29.85050878,2020/3/8,10,,0,0,0,42,41,0
丰都县,107.7374806,29.86941279,2020/3/8,10,,0,1,0,30,29,0
荣昌区,105.6014198,29.4113074,2020/3/8,9,,0,0,0,8,7,0
巴南区,106.5474543,29.40847474,2020/3/8,6,,0,0,0,39,39,0
云阳县,108.7034475,30.93661127,2020/3/8,25,,0,0,0,24,24,0
渝中区,106.5754401,29.55909018,2020/3/8,20,,0,0,0,22,22,0
垫江县,107.3395659,30.33329397,2020/3/8,20,,0,0,0,18,18,0
沙坪坝区,106.4644651,29.54719252,2020/3/8,9,,0,0,0,17,17,0
合川区,106.2825411,29.97818124,2020/3/8,23,,0,0,0,16,16,0
开州区,108.3994977,31.16664411,2020/3/8,21,,0,0,0,13,13,0
忠县,108.0445375,30.30526839,2020/3/8,21,,0,0,0,12,12,0
渝北区,106.6375591,29.72392734,2020/3/8,17,,0,0,0,9,9,0
石柱县,108.1204142,30.0061087,2020/3/8,15,,0,1,0,7,7,0
巫溪县,109.5764026,31.40488001,2020/3/8,14,,0,0,0,6,6,0
巫山县,109.8855455,31.08051881,2020/3/8,10,,0,1,0,4,4,0
璧山区,106.2334746,29.59834661,2020/3/8,9,,0,0,0,3,3,0
大渡口区,106.4885336,29.49010713,2020/3/8,7,,0,0,0,1,1,0
涪陵区,107.3964198,29.7092782,2020/3/8,5,,0,0,0,11,7,0
永川区,105.9334994,29.36204634,2020/3/8,5,,0,0,0,19,16,0
江津区,106.2655976,29.29588437,2020/3/8,4,,0,0,0,28,26,0
梁平区,107.7760973,30.66055326,2020/3/8,4,,0,0,0,12,9,1
高新区,103.9354138,30.74612611,2020/3/8,4,,0,0,0,6,5,0
黔江区,108.7775912,29.53881257,2020/3/8,2,,0,0,0,12,12,0
城口县,108.6716116,31.95339075,2020/3/8,2,,0,0,0,11,11,0
彭水县,108.172578,29.29946229,2020/3/8,2,,0,0,0,8,8,0
武隆区,107.7664252,29.33202687,2020/3/8,1,,0,1,0,7,7,0
秀山县,109.0135739,28.45344786,2020/3/8,1,,0,0,0,4,4,0
酉阳县,108.774586,28.84704026,2020/3/8,1,,0,0,0,3,3,0
万盛经开区,121.3464306,30.75750975,2020/3/8,1,,0,0,0,3,3,0
苏州,120.5924122,31.30356407,2020/3/8,87,,0,0,0,1,1,0
徐州,117.2905754,34.21266655,2020/3/8,79,,0,1,0,36,32,1
无锡,120.3185833,31.49880973,2020/3/8,55,,0,0,0,23,21,0
连云港,119.2286213,34.60224953,2020/3/8,48,,0,2,0,32,31,0
南京,118.8024217,32.06465289,2020/3/8,93,,0,0,0,10,8,1
淮安,119.0214837,33.6162953,2020/3/8,66,,0,1,0,17,17,0
常州,119.9814847,31.81579565,2020/3/8,51,,0,0,0,10,10,0
南通,120.9015917,31.98654943,2020/3/8,40,,0,0,0,10,10,0
泰州,119.9295663,32.46067505,2020/3/8,37,,0,0,0,4,4,0
盐城,120.1675443,33.35510092,2020/3/8,27,,0,0,0,4,4,0
扬州,119.4194189,32.40067694,2020/3/8,23,,0,0,0,19,16,0
宿迁,118.281574,33.96774972,2020/3/8,13,,0,0,0,11,9,0
镇江,119.4304894,32.19471592,2020/3/8,12,,0,0,0,55,54,0
长沙,112.9454732,28.2348894,2020/3/8,242,,0,1,0,44,42,1
岳阳,113.1354894,29.36317829,2020/3/8,156,,0,2,0,28,26,1
株洲,113.1404708,27.83356764,2020/3/8,80,,0,0,0,24,23,0
娄底,112.0015035,27.7032086,2020/3/8,76,,0,0,0,32,32,0
邵阳,111.4744329,27.24527027,2020/3/8,102,,0,0,0,11,11,0
常德,111.7054522,29.03775,2020/3/8,82,,0,0,0,8,8,0
益阳,112.361516,28.55971118,2020/3/8,60,,0,0,0,8,8,0
衡阳,112.5784472,26.89957614,2020/3/8,48,,0,0,0,5,5,0
永州,111.6194551,26.42586412,2020/3/8,44,,0,0,0,4,4,0
怀化,110.0085143,27.5751609,2020/3/8,40,,0,0,0,3,3,0
郴州,113.0214605,25.77668327,2020/3/8,39,,0,0,0,25,17,0
湘潭,112.9504642,27.83570223,2020/3/8,36,,0,2,0,504,501,1
张家界,110.4855325,29.12281556,2020/3/8,5,,0,0,0,169,167,0
晋中,112.7595948,37.69283941,2020/3/8,37,,0,0,0,45,43,0
运城,111.0133895,35.03270691,2020/3/8,19,,0,0,0,12,10,0
大同,113.3064363,40.08246872,2020/3/8,12,,0,0,0,42,41,0
太原,112.5563915,37.87698903,2020/3/8,20,,0,0,0,157,157,0
晋城,112.8585782,35.49628459,2020/3/8,10,,0,0,0,146,146,0
长治,113.1225589,36.20126837,2020/3/8,8,,0,0,0,55,55,0
朔州,112.4393709,39.33710837,2020/3/8,8,,0,0,0,36,36,0
忻州,112.7406242,38.42238339,2020/3/8,7,,0,0,0,14,14,0
吕梁,111.1504497,37.52449775,2020/3/8,6,,0,0,0,10,10,0
阳泉,113.5876167,37.86236085,2020/3/8,4,,0,6,0,260,248,0
临汾,111.5255302,36.0937419,2020/3/8,2,,0,0,0,37,33,2
南昌,115.8645894,28.6894553,2020/3/8,230,,0,1,0,61,59,1
九江,116.0075349,29.71134056,2020/3/8,118,,0,0,0,49,48,0
上饶,117.9494596,28.46062592,2020/3/8,123,,0,0,0,47,46,0
新余,114.9235347,27.8235787,2020/3/8,130,,0,1,0,38,37,0
宜春,114.4235637,27.82085642,2020/3/8,106,,0,0,0,30,28,1
赣州,114.9405034,25.8351761,2020/3/8,76,,0,0,0,47,47,0
抚州,116.3645388,27.95489225,2020/3/8,72,,0,0,0,44,44,0
萍乡,113.8614964,27.62839271,2020/3/8,33,,0,0,0,38,38,0
吉安,115.0005107,27.11972683,2020/3/8,22,,0,0,0,35,33,2
鹰潭,117.0755754,28.26578706,2020/3/8,18,,0,0,0,24,24,0
景德镇,117.1845764,29.27424771,2020/3/8,6,,0,0,0,18,18,0
赣江新区,115.8502478,28.46574304,2020/3/8,1,,0,0,0,16,16,0
包头,109.8465435,40.66292879,2020/3/8,11,,0,0,0,15,15,0
呼和浩特,111.7555086,40.848423,2020/3/8,7,,0,0,0,39,38,0
乌兰察布,113.1394677,41.00074833,2020/3/8,3,,0,1,0,15,13,1
鄂尔多斯,109.7874432,39.61448231,2020/3/8,11,,0,0,0,54,53,1
赤峰,118.8955204,42.2616861,2020/3/8,9,,0,0,0,13,13,0
锡林郭勒盟,116.0543914,43.93942267,2020/3/8,9,,0,0,0,9,8,1
巴彦淖尔,107.3943981,40.74935949,2020/3/8,8,,0,0,0,7,7,0
通辽,122.2505218,43.65798008,2020/3/8,7,,0,0,0,6,5,1
呼伦贝尔,119.7723705,49.21844648,2020/3/8,7,,0,0,0,6,6,0
乌海市,106.800391,39.66200636,2020/3/8,2,,0,0,0,4,4,0
兴安盟,122.0443645,46.08846371,2020/3/8,1,,0,0,0,3,2,1
大连,121.6216315,38.91895367,2020/3/8,19,,0,0,0,3,3,0
丹东,124.3615473,40.00640871,2020/3/8,11,,0,0,0,3,2,1
沈阳,123.4710966,41.68383007,2020/3/8,28,,0,0,0,3,3,0
葫芦岛,120.8433983,40.71736444,2020/3/8,12,,0,0,0,2,2,0
铁岭,123.7323652,42.229948,2020/3/8,7,,0,0,0,1,1,0
朝阳,120.4574995,41.57982086,2020/3/8,6,,0,0,0,9,8,0
锦州,121.1325963,41.1009315,2020/3/8,12,,0,0,0,36,34,2
盘锦,122.0774901,41.12587529,2020/3/8,11,,0,0,0,12,12,0
阜新,121.676408,42.0280219,2020/3/8,8,,0,0,0,9,9,0
鞍山,123.0013725,41.1150536,2020/3/8,4,,0,0,0,8,8,0
本溪,123.6925071,41.49291646,2020/3/8,3,,0,0,0,4,4,0
辽阳,123.2433664,41.27416129,2020/3/8,3,,0,0,0,4,4,0
营口,122.2415747,40.67313684,2020/3/8,1,,0,0,0,3,3,0
曲靖,103.8024348,25.49640693,2020/3/8,13,,0,0,0,3,3,0
德宏州,98.59135936,24.4380107,2020/3/8,5,,0,0,0,2,2,0
昆明,102.8524484,24.87399815,2020/3/8,53,,0,0,0,1,1,0
昭通,103.7235118,27.34408386,2020/3/8,25,,0,0,0,60,57,2
西双版纳,100.8034468,22.01360125,2020/3/8,15,,0,0,0,15,14,1
玉溪,102.5535603,24.35771094,2020/3/8,14,,0,1,0,12,12,0
大理州,100.2745828,25.61212842,2020/3/8,13,,0,0,0,6,6,0
红河州,103.3815491,23.36999625,2020/3/8,9,,0,0,0,6,6,0
保山,99.17727329,25.13903879,2020/3/8,9,,0,0,0,6,6,0
丽江,100.2324645,26.86065744,2020/3/8,7,,0,0,0,6,6,0
普洱,100.9725698,22.83097919,2020/3/8,4,,0,0,0,4,4,0
楚雄州,101.5344125,25.05177357,2020/3/8,4,,0,0,0,4,4,0
文山州,104.222569,23.40599429,2020/3/8,2,,0,0,0,4,4,0
临沧,100.0954404,23.89046856,2020/3/8,1,,0,0,0,4,4,0
儋州,109.5874558,19.52714611,2020/3/8,15,,0,0,0,3,3,0
海口,110.3255255,20.04404944,2020/3/8,39,,0,0,0,2,2,0
三亚,109.5185567,18.25873629,2020/3/8,54,,0,0,0,2,2,0
万宁,110.3994344,18.80010699,2020/3/8,13,,0,0,0,2,2,0
澄迈,110.0135109,19.74434867,2020/3/8,9,,0,1,0,22,19,0
昌江,109.0624641,19.30399788,2020/3/8,7,,0,0,0,23,21,0
琼海,110.4805445,19.26425402,2020/3/8,6,,0,0,0,21,18,1
临高,109.697443,19.91947477,2020/3/8,6,,0,0,0,10,8,0
陵水,110.0444641,18.5123316,2020/3/8,4,,0,1,0,28,27,0
定安,110.3655335,19.68711995,2020/3/8,3,,0,2,0,18,17,0
文昌,110.8045087,19.54906208,2020/3/8,3,,0,0,0,14,13,0
东方,108.6585665,19.10110473,2020/3/8,3,,0,0,0,10,9,0
保亭,109.7034815,18.64690996,2020/3/8,3,,0,0,0,9,8,0
乐东,109.180508,18.75587149,2020/3/8,2,,0,0,0,9,8,0
琼中,109.8445106,19.03916379,2020/3/8,1,,0,0,0,118,114,4
银川,106.2384936,38.49246006,2020/3/8,36,,0,0,0,25,25,0
吴忠,106.2053713,38.00371291,2020/3/8,28,,0,0,0,23,23,0
中卫,105.2035709,37.50570142,2020/3/8,4,,0,0,0,22,22,0
固原,106.2485774,36.02161726,2020/3/8,5,,0,0,0,21,20,1
宁东,118.6426169,32.06191141,2020/3/8,1,,0,0,0,21,21,0
石嘴山,106.3906004,38.98968284,2020/3/8,1,,0,0,0,20,20,0
信阳,114.0974828,32.15301455,2020/3/8,274,,0,0,0,20,20,0
南阳,112.5345013,32.9965622,2020/3/8,156,,0,0,0,17,17,0
周口,114.7034825,33.63182888,2020/3/8,76,,0,1,0,17,17,0
济源,112.6085807,35.07290723,2020/3/8,5,,0,0,0,15,15,0
郑州,113.6314192,34.75343885,2020/3/8,157,,0,0,0,14,14,0
驻马店,114.0284708,33.01784242,2020/3/8,139,,0,0,0,10,10,0
商丘,115.6624493,34.42020167,2020/3/8,91,,0,0,0,9,9,0
平顶山,113.1995286,33.77205075,2020/3/8,58,,0,0,0,7,7,0
新乡,113.9336005,35.30963993,2020/3/8,57,,0,0,0,6,6,0
安阳,114.3995004,36.10594098,2020/3/8,53,,0,0,0,5,5,0
许昌,113.8584755,34.04143161,2020/3/8,39,,0,0,0,5,5,0
漯河,114.0234208,33.58771071,2020/3/8,35,,0,0,0,4,4,0
焦作,113.2485478,35.22096325,2020/3/8,32,,0,0,0,4,4,0
洛阳,112.4594213,34.62426278,2020/3/8,31,,0,0,0,4,4,0
开封,114.3145926,34.80288581,2020/3/8,26,,0,0,0,2,2,0
鹤壁,114.3035936,35.75235741,2020/3/8,19,,0,0,0,2,2,0
濮阳,115.0355975,35.76759303,2020/3/8,17,,0,0,0,2,2,0
三门峡,111.2065332,34.77832725,2020/3/8,7,,0,0,0,1,1,0
张家口,114.8925722,40.7732372,2020/3/8,41,,0,0,0,1,1,0
唐山,118.1864595,39.63658372,2020/3/8,58,,0,0,0,1,1,0
沧州,116.8455808,38.31021514,2020/3/8,48,,0,0,0,1,1,0
保定,115.4714638,38.87998777,2020/3/8,32,,0,1,0,55,53,0
邯郸,114.5456282,36.63126273,2020/3/8,32,,0,0,0,93,93,0
廊坊,116.6905817,39.54336666,2020/3/8,30,,0,0,0,87,87,0
石家庄,114.5215319,38.04831193,2020/3/8,29,,0,1,0,79,79,0
邢台,114.5114623,37.07668595,2020/3/8,23,,0,0,0,66,66,0
秦皇岛,119.6085306,39.9417481,2020/3/8,10,,0,0,0,51,51,0
衡水,115.6754061,37.74519141,2020/3/8,8,,0,0,0,48,48,0
承德,117.9693975,40.95785601,2020/3/8,7,,0,0,0,40,40,0
长春,125.3306021,43.8219535,2020/3/8,45,,0,0,0,37,37,0
通化,125.9466063,41.7338158,2020/3/8,6,,0,0,0,27,27,0
四平市,124.3564816,43.17199357,2020/3/8,15,,0,0,0,23,23,0
辽源,125.1504252,42.89405501,2020/3/8,7,,0,0,0,13,13,0
公主岭,124.8294487,43.51083266,2020/3/8,6,,0,0,0,12,12,0
吉林市,126.5556345,43.84356783,2020/3/8,5,,0,0,0,274,271,2
延边,129.4773763,42.91574303,2020/3/8,5,,0,0,0,158,152,5
松原,124.8314819,45.14740419,2020/3/8,2,,0,1,0,156,153,3
梅河口,125.7176078,42.54488389,2020/3/8,1,,0,0,0,139,139,0
白城,122.8455906,45.62550436,2020/3/8,1,,0,0,0,91,88,3
乌鲁木齐,87.62443994,43.8307632,2020/3/8,23,,0,1,0,76,75,1
兵团第四师,113.3038859,23.08333293,2020/3/8,10,,0,0,0,58,57,1
兵团第八师石河子市,118.7724304,32.24015401,2020/3/8,4,,0,0,0,57,54,3
兵团第九师,112.9120251,28.21598432,2020/3/8,4,,0,0,0,53,53,0
昌吉州,87.31500162,44.01685416,2020/3/8,4,,0,0,0,39,38,1
吐鲁番市,89.19729725,42.95698485,2020/3/8,3,,0,0,0,35,35,0
巴州,106.7755131,31.8576856,2020/3/8,3,,0,0,0,32,31,1
兵团第十二师,113.0291625,28.12675628,2020/3/8,3,,0,0,0,31,30,1
兵团第六师五家渠市,113.3043803,23.08322114,2020/3/8,2,,0,0,0,26,26,0
兵团第七师,113.3045127,23.083274,2020/3/8,1,,0,0,0,19,19,0
阿克苏地区,80.26694348,41.17502986,2020/3/8,1,,0,0,0,17,17,0
合肥,117.2334427,31.82657783,2020/3/8,174,,0,0,0,7,6,1
蚌埠,117.3955133,32.9215237,2020/3/8,160,,0,0,0,5,5,0
阜阳,115.8204361,32.89606099,2020/3/8,155,,0,3,0,242,232,2
亳州,115.7844632,33.8506427,2020/3/8,108,,0,0,0,156,153,1
安庆,117.0636039,30.53095657,2020/3/8,83,,0,1,0,80,78,0
六安,116.5264097,31.74145082,2020/3/8,69,,0,0,0,76,74,0
宿州,116.9705439,33.65209533,2020/3/8,41,,0,0,0,102,100,1
马鞍山,118.5135796,31.6762656,2020/3/8,38,,0,0,0,82,82,0
芜湖,118.4394314,31.35853666,2020/3/8,34,,0,0,0,60,60,0
铜陵,117.8184768,30.95123324,2020/3/8,29,,0,0,0,48,48,0
淮北,116.8045373,33.9616563,2020/3/8,27,,0,0,0,44,44,0
淮南,117.0063889,32.6318474,2020/3/8,27,,0,0,0,40,40,0
池州,117.498421,30.67088379,2020/3/8,17,,0,0,0,39,39,0
滁州,118.3394061,32.26127087,2020/3/8,13,,0,0,0,36,36,0
黄山,118.3454373,29.72188979,2020/3/8,9,,0,0,0,5,5,0
宣城,118.7655342,30.94660155,2020/3/8,6,,0,0,0,37,36,0
福州,119.3034698,26.08042942,2020/3/8,72,,0,0,0,20,20,0
莆田,119.014521,25.45986546,2020/3/8,56,,0,0,0,19,19,0
泉州,118.6824463,24.87995233,2020/3/8,47,,0,1,0,12,12,0
厦门,118.0964355,24.48540661,2020/3/8,35,,0,0,0,10,10,0
宁德,119.5545107,26.67224171,2020/3/8,26,,0,0,0,8,8,0
漳州,117.6535765,24.51892979,2020/3/8,20,,0,0,0,8,8,0
南平,118.1843695,26.64777287,2020/3/8,20,,0,0,0,7,7,0
三明,117.6455212,26.26973652,2020/3/8,14,,0,0,0,6,6,0
龙岩,117.0234476,25.08121984,2020/3/8,6,,0,0,0,4,4,0
西宁,101.7844502,36.6233847,2020/3/8,15,,0,0,0,2,2,0
海北州,100.9074343,36.96066282,2020/3/8,3,,0,0,0,58,55,1
拉萨,91.12082392,29.65004027,2020/3/8,1,,0,1,0,41,39,0
武汉,114.3115816,30.59846674,2020/3/9,49965,,0,0,0,48,45,3
孝感,113.9225101,30.93068923,2020/3/9,3518,,0,0,0,32,32,0
鄂州,114.9016074,30.39657217,2020/3/9,1394,,0,0,0,32,32,0
随州,113.38945,31.69651677,2020/3/9,1307,,0,0,0,30,30,0
宜昌,111.2925492,30.69744648,2020/3/9,931,,0,0,0,29,29,0
黄冈,114.8784905,30.45935886,2020/3/9,2907,,0,0,0,23,22,1
荆州,112.2455226,30.34084211,2020/3/9,1580,,0,0,0,10,9,1
荆门,112.206393,31.04173258,2020/3/9,928,,0,0,0,8,8,0
十堰,110.8045296,32.63506186,2020/3/9,672,,0,0,0,7,7,0
黄石,115.0455329,30.20520785,2020/3/9,1015,,0,0,0,45,45,0
襄阳,112.1285372,32.0147968,2020/3/9,1175,,0,0,0,15,14,1
